"BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,102741,CME ,00,102 ,   71659,     159,   51523,    3009,   50800,    2668,       0,   10416,    8775,    1463,    1833,    2164,      99,   67779,   69701,    3880,    1958,     967,       0,    -740,    3009,   -1238,     507,       0,   -2066,   -3558,    1374,     369,     180,      19,    1467,     791,    -500,     176,  100.0,    0.2,   71.9,    4.2,   70.9,    3.7,    0.0,   14.5,   12.2,    2.0,    2.6,    3.0,    0.1,   94.6,   97.3,    5.4,    2.7,     73,.,.,.,     14,      4,      0,     25,      8,      4,      9,      8,.,     52,     28,    66.1,    77.1,    76.2,    87.6,    65.9,    76.4,    72.0,    84.9,"(CONTRACTS OF BRL 100,000)","102741","CME ","102 ","F15","Combined"
"NZ DOLLAR - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,112741,CME ,00,112 ,   46617,   17134,    4026,       3,    3808,   19502,     218,   21590,   16244,     380,     790,    1013,     175,   44097,   41561,    2520,    5056,    5431,    3389,    2228,       2,   -2150,    3923,    -245,    4689,   -1794,     -64,     -86,    -181,     175,    5710,    4044,    -279,    1387,  100.0,   36.8,    8.6,    0.0,    8.2,   41.8,    0.5,   46.3,   34.8,    0.8,    1.7,    2.2,    0.4,   94.6,   89.2,    5.4,   10.8,     99,     12,.,.,      6,     24,      6,     24,     24,     10,.,      6,.,     54,     63,    38.1,    39.9,    58.1,    53.8,    38.1,    39.7,    58.1,    53.5,"(CONTRACTS OF NZD 100,000)","112741","CME ","112 ","F15","Combined"
"SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,122741,CME ,00,122 ,   25320,       0,   11862,       0,   22050,    1232,       0,    1546,    9779,     587,     222,       0,       0,   24405,   23460,     915,    1860,   -2566,       0,      55,       0,   -2222,     341,       0,     -83,   -3509,       0,     -10,       0,       0,   -2315,   -3113,    -251,     547,  100.0,    0.0,   46.8,    0.0,   87.1,    4.9,    0.0,    6.1,   38.6,    2.3,    0.9,    0.0,    0.0,   96.4,   92.7,    3.6,    7.3,     28,      0,.,      0,      6,.,      0,      7,      8,.,.,      0,      0,     16,     14,    86.5,    67.0,    91.8,    83.7,    86.3,    64.7,    90.4,    81.4,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",220426,2022-04-26,12460+,CBT ,00,124 ,   42391,   20311,    9860,     363,    3489,    8158,     339,    8737,    7272,     664,    1565,    8704,       0,   35466,   35358,    6925,    7033,    3461,    2377,       0,     -58,    -887,    3063,    -463,    1924,    1507,      31,      76,    -451,       0,    3001,    3630,     459,    -170,  100.0,   47.9,   23.3,    0.9,    8.2,   19.2,    0.8,   20.6,   17.2,    1.6,    3.7,   20.5,    0.0,   83.7,   83.4,   16.3,   16.6,     91,     15,     11,      4,     13,     13,      7,     12,     20,     10,.,      4,      0,     52,     60,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,"($10 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA x $5 - CHICAGO BOARD OF TRADE",220426,2022-04-26,124603,CBT ,00,124 ,   84782,   40622,   19720,     726,    6977,   16315,     677,   17474,   14543,    1327,    3129,   17408,       0,   70932,   70716,   13850,   14066,    6921,    4753,       0,    -115,   -1773,    6126,    -926,    3849,    3015,      63,     152,    -902,       0,    6003,    7261,     918,    -340,  100.0,   47.9,   23.3,    0.9,    8.2,   19.2,    0.8,   20.6,   17.2,    1.6,    3.7,   20.5,    0.0,   83.7,   83.4,   16.3,   16.6,     91,     15,     11,      4,     13,     13,      7,     12,     20,     10,.,      4,      0,     52,     60,    39.9,    35.4,    52.6,    47.9,    39.8,    35.4,    52.5,    47.9,"($5 X DJIA INDEX)","124603","CBT ","124 ","F20","Combined"
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE",220426,2022-04-26,124606,CBT ,00,124 ,   40181,   18514,   30157,       0,   12972,    2873,    2953,    2343,    3414,       0,       0,       0,       0,   36782,   39397,    3399,     784,    -458,    3407,    4644,       0,   -4287,   -4804,      11,    -206,     -68,       0,       0,       0,       0,   -1075,    -217,     617,    -241,  100.0,   46.1,   75.1,    0.0,   32.3,    7.2,    7.3,    5.8,    8.5,    0.0,    0.0,    0.0,    0.0,   91.5,   98.0,    8.5,    2.0,     32,      5,      5,      0,     16,.,.,.,.,      0,      0,      0,      0,     24,     11,    45.6,    84.0,    66.8,    95.8,    45.3,    79.6,    63.4,    89.6,"($100 X DJ US REAL ESTATE INDEX)","124606","CBT ","124 ","F20","Combined"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874+,CME ,00,138 ,  638358,   46362,   82529,   31515,  187879,  115556,   64376,   51139,   55380,  164234,   26739,   59819,    4584,  576828,  577995,   61531,   60364,   67317,   -1816,    3477,    7788,   -6489,   15943,     956,   10174,   -8981,   48833,     942,   -4740,    2254,   62642,   65529,    4675,    1788,  100.0,    7.3,   12.9,    4.9,   29.4,   18.1,   10.1,    8.0,    8.7,   25.7,    4.2,    9.4,    0.7,   90.4,   90.5,    9.6,    9.5,    569,     33,     37,     39,    141,     94,    119,     82,     89,    114,     57,     32,     38,    447,    432,    17.9,    19.9,    27.7,    31.6,     8.4,    15.1,    12.0,    18.8,"(S&P 500 INDEX X $250.00)","13874+","CME ","138 ","F20","Combined"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,138748,CME ,00,138 ,   15905,    1994,   12998,       0,    8339,     681,      99,     889,     939,       0,       0,       0,       0,   11321,   14717,    4584,    1188,    2447,     100,    1889,       0,     443,     316,       0,     151,    -118,       0,       0,       0,       0,     694,    2087,    1753,     360,  100.0,   12.5,   81.7,    0.0,   52.4,    4.3,    0.6,    5.6,    5.9,    0.0,    0.0,    0.0,    0.0,   71.2,   92.5,   28.8,    7.5,     24,.,     10,      0,      7,.,.,.,.,      0,      0,      0,      0,     10,     15,    46.8,    56.5,    67.6,    77.6,    46.8,    56.5,    67.0,    77.6,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","Combined"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,138749,CME ,00,138 ,   39828,   10752,   36807,       0,   17907,     978,       0,    6502,     243,       0,       0,       0,       0,   35161,   38028,    4667,    1800,     200,     903,    -356,       0,    -381,       0,       0,    -299,    -243,       0,       0,       0,       0,     223,    -599,     -23,     799,  100.0,   27.0,   92.4,    0.0,   45.0,    2.5,    0.0,   16.3,    0.6,    0.0,    0.0,    0.0,    0.0,   88.3,   95.5,   11.7,    4.5,     32,.,     10,      0,     12,.,      0,      6,.,      0,      0,      0,      0,     20,     12,    53.8,    73.3,    69.8,    88.7,    53.8,    73.3,    69.8,    88.7,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874A,CME ,00,138 , 3191792,  231808,  412647,  157576,  939395,  577778,  321881,  255693,  276902,  821171,  133695,  299096,   22921, 2884139, 2889973,  307653,  301819,  336586,   -9079,   17383,   38941,  -32443,   79714,    4781,   50868,  -44904,  244164,    4708,  -23702,   11270,  313210,  327647,   23376,    8939,  100.0,    7.3,   12.9,    4.9,   29.4,   18.1,   10.1,    8.0,    8.7,   25.7,    4.2,    9.4,    0.7,   90.4,   90.5,    9.6,    9.5,    569,     33,     37,     39,    141,     94,    119,     82,     89,    114,     57,     32,     38,    447,    432,    17.9,    19.9,    27.7,    31.6,     8.4,    15.1,    12.0,    18.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874C,CME ,00,138 ,   27465,   19592,   22579,       0,    4632,     915,     330,     493,    2869,       0,       0,       0,       0,   25047,   26693,    2418,     772,     241,     351,       0,       0,     372,       0,       0,    -204,     124,       0,       0,       0,       0,     519,     124,    -278,     117,  100.0,   71.3,   82.2,    0.0,   16.9,    3.3,    1.2,    1.8,   10.4,    0.0,    0.0,    0.0,    0.0,   91.2,   97.2,    8.8,    2.8,     27,      6,      6,      0,      7,.,.,.,      4,      0,      0,      0,      0,     16,     12,    74.5,    74.7,    84.2,    92.2,    74.5,    74.7,    84.0,    90.9,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","Combined"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874E,CME ,00,138 ,   21249,    1393,   20426,       0,   13517,       0,       0,    2444,       0,       0,       0,       0,       0,   17354,   20426,    3895,     823,    -380,     -60,     -52,       0,    -171,       0,       0,    -267,       0,       0,       0,       0,       0,    -498,     -52,     118,    -328,  100.0,    6.6,   96.1,    0.0,   63.6,    0.0,    0.0,   11.5,    0.0,    0.0,    0.0,    0.0,    0.0,   81.7,   96.1,   18.3,    3.9,     24,.,      9,      0,      9,      0,      0,.,      0,      0,      0,      0,      0,     15,      9,    52.3,    71.3,    68.5,    94.5,    52.3,    71.3,    68.5,    94.5,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874J,CME ,00,138 ,   18316,    2371,   14829,       0,   10076,       0,    1062,    1609,    1473,       0,       0,       0,       0,   15118,   17364,    3198,     952,     632,     221,    -138,       0,      11,    -335,       0,       0,    1245,       0,       0,       0,       0,     232,     772,     400,    -140,  100.0,   12.9,   81.0,    0.0,   55.0,    0.0,    5.8,    8.8,    8.0,    0.0,    0.0,    0.0,    0.0,   82.5,   94.8,   17.5,    5.2,     26,      4,      8,      0,      8,      0,.,.,      4,      0,      0,      0,      0,     14,     13,    48.9,    66.1,    72.2,    85.6,    44.2,    66.1,    66.4,    82.7,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874U,CME ,00,138 ,  154735,   18511,    9216,       0,   21181,    1273,     534,   10066,   97211,   13777,    4896,       0,       0,   68965,  122011,   85770,   32724,   28867,    8843,    1473,       0,    -109,    -656,     188,   -3655,   27905,    4299,    2903,       0,       0,   12469,   33209,   16398,   -4342,  100.0,   12.0,    6.0,    0.0,   13.7,    0.8,    0.3,    6.5,   62.8,    8.9,    3.2,    0.0,    0.0,   44.6,   78.9,   55.4,   21.1,     24,.,.,      0,      8,.,.,.,      9,      7,.,      0,      0,     20,     14,    26.0,    64.6,    35.3,    75.9,    23.9,    58.7,    30.9,    68.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","Combined"
"ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,13874W,CME ,00,138 ,  209764,   55093,   65597,  100708,       0,       0,       0,   15149,    4342,   37287,       0,       0,       0,  208237,  207934,    1527,    1830,       0,       0,       0,       0,       0,       0,       0,    -500,       0,     500,       0,       0,       0,       0,     500,       0,    -500,  100.0,   26.3,   31.3,   48.0,    0.0,    0.0,    0.0,    7.2,    2.1,   17.8,    0.0,    0.0,    0.0,   99.3,   99.1,    0.7,    0.9,     20,      7,      6,      9,      0,      0,      0,.,.,      6,      0,      0,      0,     17,     18,    61.0,    60.6,    84.7,    85.7,    28.9,    28.1,    33.5,    33.3,"(S&P 500 TOTAL RETURN INDEX x $25)","13874W","CME ","138 ","F20","Combined"
"NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,20974+,CME ,00,209 ,   65687,   10333,    9287,    1763,   14388,    9782,    2094,    9952,   12026,   14598,    2454,    4920,     933,   56516,   55404,    9171,   10282,    6869,    -819,     621,     422,    -889,     732,     844,     527,   -1062,    4588,     -11,     557,       2,    4663,    6703,    2206,     166,  100.0,   15.7,   14.1,    2.7,   21.9,   14.9,    3.2,   15.2,   18.3,   22.2,    3.7,    7.5,    1.4,   86.0,   84.3,   14.0,   15.7,    298,     32,     18,     14,     54,     43,     39,     40,     62,     41,     26,     23,     15,    204,    203,    22.5,    23.7,    32.8,    36.0,    14.3,    16.8,    21.6,    23.9,"(NASDAQ 100 INDEX X $100)","20974+","CME ","209 ","F20","Combined"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,209742,CME ,00,209 ,  328434,   51667,   46436,    8816,   71942,   48911,   10469,   49759,   60130,   72991,   12268,   24602,    4667,  282579,  277022,   45855,   51412,   34344,   -4096,    3103,    2108,   -4445,    3662,    4219,    2636,   -5310,   22940,     -55,    2784,       8,   23316,   33515,   11028,     829,  100.0,   15.7,   14.1,    2.7,   21.9,   14.9,    3.2,   15.2,   18.3,   22.2,    3.7,    7.5,    1.4,   86.0,   84.3,   14.0,   15.7,    298,     32,     18,     14,     54,     43,     39,     40,     62,     41,     26,     23,     15,    204,    203,    22.5,    23.7,    32.8,    36.0,    14.3,    16.8,    21.6,    23.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,209747,CME ,00,209 ,  101306,    1181,    1180,       0,    1231,     473,       0,   18116,   75629,    3449,    6156,    1125,      10,   30143,   81866,   71163,   19440,   -5724,      80,   -2380,       0,     -53,       1,       0,  -19051,    1882,     503,    2390,    -715,      10,  -16121,    -699,   10397,   -5025,  100.0,    1.2,    1.2,    0.0,    1.2,    0.5,    0.0,   17.9,   74.7,    3.4,    6.1,    1.1,    0.0,   29.8,   80.8,   70.2,   19.2,     41,.,.,      0,.,.,      0,     12,     10,      8,      7,.,.,     28,     22,    19.1,    73.8,    22.8,    77.3,    17.8,    72.3,    20.6,    74.7,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","Combined"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,239742,CME ,00,239 ,  503335,  180094,   10682,    2539,  172832,  230061,   52008,   42452,  115717,   20295,    8803,   43483,    1951,  480975,  476737,   22360,   26598,   29615,   27794,     509,       4,   -9756,   25120,   -2280,   12518,    -468,    4746,   -3033,      49,     112,   30106,   27793,    -491,    1822,  100.0,   35.8,    2.1,    0.5,   34.3,   45.7,   10.3,    8.4,   23.0,    4.0,    1.7,    8.6,    0.4,   95.6,   94.7,    4.4,    5.3,    354,     34,     11,      6,     75,     78,     54,     38,     84,     36,     11,     23,      7,    215,    242,    24.8,    22.8,    36.3,    33.8,    24.6,    22.4,    35.4,    31.0,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","Combined"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,239744,CME ,00,239 ,   28549,    6529,   27254,       0,   17472,     415,       0,    2828,     346,       0,       0,       0,       0,   26829,   28015,    1720,     534,    -172,       0,    -259,       0,      51,       0,       0,    -340,      66,       0,       0,       0,       0,    -289,    -193,     117,      21,  100.0,   22.9,   95.5,    0.0,   61.2,    1.5,    0.0,    9.9,    1.2,    0.0,    0.0,    0.0,    0.0,   94.0,   98.1,    6.0,    1.9,     28,.,      6,      0,     14,.,      0,      4,.,      0,      0,      0,      0,     20,      8,    55.8,    85.4,    75.5,    98.1,    55.8,    85.4,    75.5,    98.1,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","Combined"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,240743,CME ,00,240 ,   41633,    4363,    2333,     409,   18574,    3976,    2231,    5652,    3768,      12,    4874,    2417,       0,   36115,   15146,    5518,   26487,   -1664,      52,    -387,     -35,      24,    -440,     147,   -1874,    -567,     -24,     436,     278,      -4,   -1278,   -1032,    -386,    -632,  100.0,   10.5,    5.6,    1.0,   44.6,    9.6,    5.4,   13.6,    9.1,    0.0,   11.7,    5.8,    0.0,   86.7,   36.4,   13.3,   63.6,     52,      8,      6,.,     15,      5,      6,      6,      8,.,.,.,      0,     34,     28,    45.7,    18.1,    61.2,    25.2,    41.8,    15.8,    57.1,    21.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","Combined"
"MSCI EAFE  - ICE FUTURES U.S.",220426,2022-04-26,244041,ICUS,01,244 ,  424307,   30673,  190885,    2699,  289269,  109636,   57071,   15331,   27104,    2173,   15274,   21876,      30,  412520,  411474,   11787,   12833,   -2557,     -55,  -16805,     201,   -5704,    8637,    1191,     494,    2331,     276,    1635,   -2969,      12,   -1950,   -7126,    -607,    4569,  100.0,    7.2,   45.0,    0.6,   68.2,   25.8,   13.5,    3.6,    6.4,    0.5,    3.6,    5.2,    0.0,   97.2,   97.0,    2.8,    3.0,    203,     13,     14,      6,     72,     52,     39,     15,     22,      7,      7,      8,.,    136,    121,    30.5,    26.6,    46.5,    42.7,    27.9,    26.2,    41.7,    42.1,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","Combined"
"MSCI EM INDEX - ICE FUTURES U.S.",220426,2022-04-26,244042,ICUS,01,244 , 1175945,  106414,  514129,    4865,  745684,  355826,  133148,   91851,   96519,    7816,   61735,   31647,    1441, 1152954, 1145391,   22991,   30554,   19715,    -112,  -13313,      27,   -8833,   36159,   11320,   14197,   -6446,   -1194,    6777,  -12618,      85,   22267,   14020,   -2552,    5695,  100.0,    9.0,   43.7,    0.4,   63.4,   30.3,   11.3,    7.8,    8.2,    0.7,    5.2,    2.7,    0.1,   98.0,   97.4,    2.0,    2.6,    425,     27,     18,     10,    142,     96,     91,     50,     48,     28,     22,     22,      7,    311,    250,    22.7,    34.3,    30.9,    47.2,    21.0,    34.2,    28.7,    44.3,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","Combined"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,33874A,CME ,00,138 ,   51183,   21427,    2850,     205,   17699,   38181,    2431,    2169,    1981,     213,     384,       0,       0,   44528,   45861,    6655,    5322,    3838,    3760,    -128,      17,    -955,    4800,     -43,    1145,    -777,      29,     138,       0,       0,    4091,    3898,    -253,     -60,  100.0,   41.9,    5.6,    0.4,   34.6,   74.6,    4.7,    4.2,    3.9,    0.4,    0.8,    0.0,    0.0,   87.0,   89.6,   13.0,   10.4,     64,      6,.,.,     23,     22,     10,      5,      4,.,.,      0,      0,     44,     33,    46.5,    42.8,    57.4,    59.1,    46.4,    42.3,    57.3,    58.2,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","Combined"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",220426,2022-04-26,43874A,CME ,00,438 ,  216133,    3802,  153556,   37888,   18399,       0,    1378,  134843,    1486,   15028,    2247,    6517,     140,  213725,  215993,    2408,     140,    1978,    -719,     710,     392,     162,       0,     606,    -683,     -10,     107,      50,     100,       0,     -85,    1905,    2063,      73,  100.0,    1.8,   71.0,   17.5,    8.5,    0.0,    0.6,   62.4,    0.7,    7.0,    1.0,    3.0,    0.1,   98.9,   99.9,    1.1,    0.1,     87,      6,     25,     15,     11,      0,.,     29,      4,      8,      9,.,.,     69,     45,    37.1,    55.5,    58.1,    78.2,    35.2,    49.0,    48.3,    68.6,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","Combined"
